text,target
i cant supp trash team,2
we have too many russian kids,2
u can shit rn told ya,1
the doige lycan,2
THINK UR SOME SHIT WITH WOMBO COMBO?,2
wht  a doge retard,2
THIS BARA USELESS,2
JUST LIKE NOOB TUSKAR,2
what is that bullshit hero,1
fukcing sentry,1
report these noobs pls,2
thought our fucking monkey,2
you legend but you play as noob,2
FUCK CALCULED LEGEND ,2
fuck 25% CS,1
fuck off,1
fuck off xD,1
when u have 2 dogs bot cant do shit,2
shit wrong hero,1
fuck off,1
alreaady imbecile team,2
and this retard,2
cant take those imbeciles,2
holy shit xd,1
go fuck yourself bick,2
fuck my team,2
fuck the base.. u dont need it,1
fuck off,1
what a scum dog niger,2
retarded team,2
SHUT FCK UP ~,1
THROW YOUR SELF,2
HONESTLY JUST FUCK OFF,1
wtf is this mid though,1
do u rlly suck that bad at dota like,2
ur shit friends are just gonna lose the mmr either way,2
what happened little noob?,2
what the fuck is wrong storm,1
and the phatetic team winss,2
can u call him a fat fuck for me?,2
nice try dick head,2
retard team,2
typical pinoiy,2
Play like a shit,1
u suck at it,2
suck m cock,2
wtf drow came back,1
we have noob cary,2
fucking idiot team,2
Wtf?,1
wtf i thought SEA Asia got too many noobn,2
with this idiots,2
WHAT THE FUCKJ IS MY BANE DOJNG,1
thanks for FUCKING plAYNI,1
Sex?,1
what sex? it just a compliment,1
report this cunt,2
show me ur pussy,2
bitches and hoes,2
typical russian scum,2
son of a whore and donkey,2
fucking russiano,2
CYKA RUSSKI,2
pudge is just dicking around,2
fucking divine 3,1
idk how the fuck he feeds so much,1
my team suck hard,2
GG this fuckin shit moron meepo ,2
he is 1 idot player ,2
fuckin boster nooob,2
this team is so noob sorry,2
you trash?,1
rly trash,2
you fucking asshole,2
pls some bombs in russia will be great,2
that was the most basic ugly cm model,2
i heard jug called yoiur mom a whore,2
report useles timber pls,2
hahahahah i cant believe what retards i have,2
this enigma and ench are totaly usseles,2
pros against retards,1
slark actually retarded,2
hes fucking god,1
useless dk glass cannon didnt wanna play with team get blink sb or tank like a dk does in the line up we have,2
END THIS TB SO NOOB,2
you mean fuck of ?,1
shut up vpoid youre fucking terrible,2
if i was not in this voids team i wish he has a loss  fuck it,2
Shut the fuck up man,1
so fucking shit,1
Wtf?,1
shityt pudge,2
shitty pudhge,2
shitty carry,2
shitty mid,2
the fuck  you doing there,1
i hope you die from cancer huskar,2
why meepo so noob,2
wtf this team,1
one way rape train,1
just w8 idiot s shit remack,2
fucing shit this team scks,2
abby fuckboy,2
game of retards,2
sf little pussy )\,2
"op heroes, shit picks",1
please shut the fuck up and play,1
had so fucking enough of this jugg carrys and teir friends,2
U are solo faming top while ur t2 is getting fucked,1
with this shitshiow,2
id trade ur pudge fo our flaming brainless clingz anyway <3,2
brainless clingz lol,2
oh no wait ure building a fucking hex with a lion,1
'I build something retarded.... lemme blame it on team mate',1
when we are done clingz make sure to give jugg a good sucky sucky as a thank you that he carried ur ass ok?,2
Its not gay if Im a girl u dipshit lmao,2
loser and retard,2
so fucking good,1
son of whore legion ,2
son of whore legion wood ,2
useless wr,2
fucking try hard,1
IS HE A MORON,1
report quiter and invoker pls,2
he is coming idiot,2
RTEPORT THIS STUPID NYX,2
"gg, fucking archons",2
help report this shit NP,2
in my arsehole,2
wtf are those slashes,1
Wtf its happen with this ck,1
motheryfcjer,2
play fair bitch,2
you can suck my dick.,2
ya fuck this game,2
3 idiots in team,2
wtf is ur pick,1
pick idiot heros,2
hehe hope your mom gets cancer,2
fck no thx?,1
k time to end you ignorant fuckers,2
what a deek?,2
im cancer archon hrhehe,2
PUTIN SUCK DICK FAGGOT RETARD AUTIST CAR TRUNK CLIFF FUCKER DIE ,2
press 1 if u think legion is a retard,2
as fucking hell,1
so ez russian shits,2
Ez putins whore,2
it is 5v5 game u fucking cunt,2
fuck off russians shit,2
fuck off and act mature,1
fuck russia,2
poor bastards,2
shitty lc,2
you lose stop playing fucking divine,2
fuck you techies,2
to play fucking techies,1
"playing so fucking idiot, real noob",2
fuck this shit,2
idiot team,2
lanceng them tities,2
noobs why focusing on terror,1
sea is cancer,2
I JUST CARRIED ALL OF U FUCKER,2
MMMMMMMMMMMM SEX,1
one click noob shit,2
"bitch, please",1
how the fuck can you deny xp to a sniper?,1
I fucking raped you,2
you will suck next game,2
there is a dick for everyone,2
yeah man fuck off,1
the mmr doesnt change shit,1
FUCK UUU,2
what a loser,2
he is afk like monkey that he is,2
Report these motherfucking trash support fuckheads,2
welcome to the jungle btich,2
so ugly teror,2
raped,1
my team noob,2
fuck off,1
TANG INA NYO,2
JE BAITED,2
look at your shitty heros,2
piece of sht,2
i hate this team,2
welcome shit head,2
if you fucking unpause the game will just go rmk,1
just wait and play this fucking game,1
I DONT WANNA PLAY THIS SHIT,1
hes an autist,2
Slark is braindead.,2
4 rustards in my team/.,2
YOU FUCKING IMBECILE!,2
bitch,2
suck yourself,2
all aim tide what a 3 noob party,2
farm my dick,2
trash pudge,2
WTf ?,1
fyuck i hate this team,2
tilted as fuck,1
he literally eat his ass,2
fuck this,1
fucked my last game,1
"Nah WK, u are the poor cunt now ",2
"Ofc, he is playing a support u retarded shit",2
we was a cock as shit,2
why u want to fucking unpause?,1
fucking trash,2
so cute and noob,2
whos noob?,1
fucking uneducated pinoys,2
the brainless,2
slippery littlee bugger aint you,2
mid is such a shitfest,1
dont wanna play wth this cancer on mid ,2
gay porn ur team?,2
let the retards  be,2
end this is bulshit gaming fucking sniper and pudge watching porn,2
cancer bb,2
RE[PRT TJAT SHIT,2
REPORT THAT SHITT,2
CUMBACK,1
it R E A L L Y makes you look like the biggest dick in the game,1
ill teach pudge this mother fcker a lesson,2
are u fucking ,1
fucking clueless fuck,2
first time hook shoit,1
any pinoyfucks?,2
being useless carry and got carried,2
cancer team,2
ikaw lng nmn cancer dito bobo,2
reatards,2
fuck off,1
and your mum so hard,2
fucked your ass,2
sucker,2
useless tried,2
finish my team is noob,2
timber is motherfucker ,2
fuck timbers mom plz ^^,2
you fucvking assholes,2
why the fuck can you doom me during shadow realm?,1
russians go to your east servers bitcheeeeeeees,2
2 carrys fucked,2
matching scores for the noobs,2
my fucking team always away,1
MY TEAM SO FUCKING RETARDED,2
u motherfuckers,2
suck my cock,2
Fucking shit,2
brothers who want to fuckeach other,2
i dont know when we played together we had only retards,1
"it happens, but still have won with retards. so its fine",1
my internet is shit obvisuly,1
can be that dumb,1
sorry im squishing ur bitchass,2
wtf was that,1
fuck this life,1
fckin feed spport,2
"rlly atleast play and dont fuck everyones time , playing for nothing",1
please report these idiots ;),2
but u can see this retard,2
and ur retarded kidand feed ...,2
ur the retarded kid mind,2
fucking pussy,2
dont pause he left for that retard feeding,2
motherfuckersssssss,2
i hope monkeys mother will die from cancer,2
wtf u want from me,1
my team retard ,2
wtf are you doing tiny,1
fuck outta here,1
ofc suck my dick,2
fucks wrong with you,1
I'M CUMMING,1
can u push? Wanna report 2 cunts in my team ASAP,2
report fucking bs,1
dont cty bitch,2
Report this moitherufkcer,2
imbecil,2
mother fucker,1
see mother fucker,1
fucking shit ,2
trash can`t buy ward,2
what a raping,1
FAT ASS,2
fucking we have archon 3,1
Shitty gyro cant use the space i make in early,2
idk what the fuck in pinoy's brain,2
Eg is still not top tier?u fucking punks are never satisfied are you?Hope you enjoy being bitter cause I definitely love being,1
Eg is still not top tier?u fucking punks are never satisfied are you?Hope you enjoy being bitter cause I definitely love being,1
mother fuciker,1
fack yuo,2
PLS WAIT FOR THE IDIOTS,2
what are u doing stupid,2
report this rat,2
stop trolling and play fking es,1
they're fucking euling themselves,1
i cant deal with this shit,1
Goend report shit carry and earsth spirit,2
mother fucker,2
his mom is under my dick,2
he rerally son of the whore,2
i dont know how deserve this dogs,2
i have a wrd noob,2
shithole io,2
bitch pls,1
hello trash,2
fucknoob,2
"but he does now, he beats the shit outta you",1
who the fuck wards there,1
can u end this shit ?,1
idiot team ,2
why u fucking hounting kills just push,1
if u need fucking megas to end this,1
fucking whore,2
ur mother is whore,2
JeBaited,2
fuck my mouse,1
fuck mouse,1
idiot player,2
like to play op heroes ench shit?,2
free game no bitching,1
that WTF?,1
xnxx.com make ur dreams come true,1
up your porn game,2
youre a bit of a bitch arent you kotl?,1
bf suck,1
sven con lkothar q gay ,1
sheesh fucking null field bruh,1
they suck,2
"the fact that no matter how much tinker sucks, he has to spam E to makeus retreat?",1
im covered by noobs here,2
"if you think mmr and kill are the same, you must b een stupid than all here",1
you trash :D,2
with shit rank,1
i know im shit,1
report shit core,2
report shit core medusa,2
I REPORT U NOOB,2
OF COURSE IM GOING TO KILL HER,2
wtf is that range,1
Mother fucker,2
dont time to play with noob,2
server is shit,1
fucking cunt,2
wht can i do woth this fk,1
TY FUCK NOO,1
YOU ARE THA BITCHS,2
what's fucking going on in dota?,1
why is in ~everygame me get 1-2 retarded players?,2
how much on pussy of hair,2
why me all time you gay ?,2
man fk ur mother,2
ima fk urmother,2
in ur mothers ass,2
finally thje nigger slaves win,2
thats retarded XD,2
gg fucking pointless when teams dont even listen rofl,1
merry christmass kid picks morph even though he has been nerfed to fuck rofl,1
this sucks,1
ALLL REPORT THAT FAKICN SHIT ,2
fucking jewbastard dipshit,2
this idiot mid unpausing,2
he wants ez win coz hes too idiot,2
he aint coming back after he saw your easy pinoy ass mid,2
you are so fucking bad,2
sf only can kill you all noobs sucks,2
whatever noob sucks,2
FUKIN UNDRUING LEAVE THE LANE,2
fuck this cxarry,2
CHECK THOS FUKIN LANE,1
fuck this am ,2
pice of crap,2
this am is a gay,2
1k trash palyers,2
fuck this team,2
THAT IS the shit of dota,1
this game is bullshit,2
Cause ur team sucks,2
fucking trash,2
CUMBACK,1
yeah u suck so much u lose to legend xD,2
yeah any shit tier can beat u,2
storm were shits,2
my team noob,2
WTF ITEM TECHIS,1
CAN U JUST SHUT THE FUCK UP?,1
FUCK THIS DOTA 2,1
FUCK THESE STUPID CARRIES,2
FUCK THESE WOODEN PCES LEAVERS,2
suck my dick as a present for me,2
i got no gurl to suck it for me,2
u can sell it and bought some brain ,2
two idiots in top,2
shit instead of brain,2
fuck off,1
i have places to be and bitches to fuck,2
it been so fuckinbg long,1
omg! what the fuck guys,1
noob team shit,2
Fkin creep(,1
axl to the dumpster you go,2
TUMAHIMIK ANG GAGO,1
DNo what the fuck u talking bout,1
not today ISIS,2
retarded team,2
cancer team,2
always noob player on mid,2
ALL REPORT NOOB LOSER PINKSEEKER,2
report this imbecils,2
my duck hard,2
braindead shit,2
oyu are the only retard in the game sir,2
retards everywhere it seems,2
on weekend we have so much retards,2
but bristle is retarded too,2
report this shit,2
|ancient as fuck,1
my brother anchor 0 plays better than this piece of shit lmao,2
stupid retarded dumbass ,2
fucking cancer,1
rape T_T,1
Why i play with 2 k mmr nooobs,2
he is russian incest kid,2
i wont play with this trash,2
fucking 2k trash,2
fucking trash russian shit,2
ty god ididnt support these retard shit,2
You fcking moron,2
and ds cant do shit,2
but hes to mongoloid,2
pretty shiut,2
your so trash,2
and you are fucking trash,2
your so fuckingbad,2
fuckign hell your so garbaage,2
icarried the shit out of thisgame,1
retards can!,1
reported chian kids,2
yeap shit pick,1
dont got all fucking day,1
tide carry wtf,1
WORST Team,2
becus im fking lag,1
pl focking noob,2
wtf is this lane,1
Aces MEANS IDIOT,1
bullshit match ever,2
my team so fuckin usseles,2
noob win pro lose,1
IM NOOB BUT I WIN ?,1
fking team,2
TANG INA mo,2
FUCK THIS TECHIES,2
weaver fuck u,2
shh feeders,2
Your mama is a whore ,2
Fuck u Introshits,2
oh yeah fuck yourself,2
POTANGI 9NA N9IY0OL],2
fuck off brah,1
fucking god can't give less than 4 secs,1
off cheats idiot,2
and I hope you watched me Fucked your pa at midlane,2
dont have to it sucks,1
shut he fuck up,1
"weaver so fucking bad, lost lane ... :(",1
cause weaver is brainless,2
worthelss trolling shit,2
he saw a sniper in enemy team and he say fuck this game  im out,1
team is fucking stupid animals ,2
go to russian servers u fuck,2
russians cant play dota sorry,2
rape lycan with 10 hp regen,1
SINCE I JOIN WITH THIS SHIT JUG AND WR,2
I JUST HOPE THIS WR AND JUGGER DIE,2
i didnt fucking want to mid,1
fuck that guy,2
useless herolds,2
fckoff,1
for a shit hero,2
eat my dick,2
fc king willow,2
sucks you have to spam to gain mmr dawg,2
why the fuck are they playing on europe servers,1
fuck off back to russian servers,2
to much russian dogs,2
cz u lowly cunt mate cnt do shit wtf build,2
random or pussy,2
TANGINA ,1
suck my dick troll,2
go loeave noob here,2
fucking carries,2
he fucking plant ward at our base,1
suck a dick orange,2
this fuckign idiot team,2
Trash pickers,2
talk shit early,2
then ur poor as shit,2
FUCKIGN what,1
report fucking timber,2
fuck this shit,2
holy shit htough,1
we lose? ck blyat?,2
good luck becouse of fuckin interner,1
what? you wat did you say? suck dick?,2
just go mid finish this shit,2
stupid techies pickers,2
pointless smurf bullshit,2
bitches,2
3 fucking piece of shit,2
What a dumb legend player,2
why i have this fucking retarded russian in my team,2
losing because of retartded support ,2
weak as fuck,2
just now fucking idiot naix and ck  say me will fail mid ,2
eat dick bitch,2
suck my dick spec,2
wow ur a dumbcunt,2
ur actually a dumbcunt,2
What a fucking troll,2
Feeding their fucking carry 1-9,1
gets an easy match up....thinks hes a king.... meanwhile every other lane gets fucked because he refuses to adapt,1
lol that game was fucked for us,1
your mom is e,2
shut up bitches,2
drow is fucking animal,2
what an idiot,2
report these 4 retards,2
lol - killed by nooby drow ^^,2
son of shit,2
the hero is so shit,2
it is fucking unranked chill the fuck out,1
stfu stupid son of a bitch,2
mother fucker,2
ff fucking noob,2
fucking a lll nooob,2
sf why are you so fucking moron,2
faces so ugly like raven,2
BOBO KA TM EROY,2
that was such a noob move,2
FUCK NO,1
this team really sucks,2
fucking asshole,2
TRASH JUGGER,2
Vertcoin is a shitcoin,1
"and its not a shit coin, bud",1
vet is a shitcoin boi,1
proof that vertcoin is a shitcoin,1
wait bitches,2
EZ NOOB TEAM ?,2
invis mother fucker,2
luna whoreson,2
fucking monkey shit,2
report fucking french fron luna,2
shitfeeder coward motherfcuker,2
low morale low skill trash cunt,2
trash bristle,2
trash cw,2
i just get mad when ppl take mid and there mother is whore,2
your mom is a whore,2
whore is a genuine profession,1
pathetic animal xD,2
son of whore,2
Mad cause born in Russia,2
Only Russians use 'animal' 'dog' etc as insults.,2
Shame they had such a shit offlane,2
ez game with 3 russian dogs xD,2
losers win,2
HOPELESS ;;;;PUDGE FEEDING please end FASSSTTTTTTTTT,2
please >>> END FAST <<< (hopeless)  > push FAST please,2
please >>> END FAST <<< (hopeless)  > push FAST please,2
please >>> END FAST <<< (hopeless)  > push FAST please,2
please >>> END FAST <<< (hopeless feeders)  > push FAST please,2
please >>> END FAST <<< (hopeless feeders)  > push FAST please,2
please >>> END FAST <<< (hopeless feeders)  > push FAST please,2
please >>> END FAST <<< (hopeless feeders)  > push FAST please,2
please >>> END FAST <<< (hopeless feeders)  > push FAST please,2
please >>> END FAST <<< (hopeless feeders)  > push FAST please,2
please >>> END FAST <<< (hopeless feeders)  > push FAST please,2
please >>> END FAST <<< (hopeless feeders)  > push FAST please,2
suck carry,2
too basic mk plus noob lane,2
TANG INA ,2
 mira u gona get raped this game,2
fuck u too,2
the fckj is ur problem nyx?,1
mother fuck,2
fuck yea,2
i think this trash fag is muted too,2
stop pausing every time your mom takes a cum load to the mouth,2
THAT RETARD,2
so fucking easy,1
so fucking easy,1
spectard the niggard,2
what an easy fucking game,1
wtf is your problem,1
sup fatty? ever gonna catch me?,2
fuicking good smoke tacctics,1
"wt?f?asfU JGOFIDLK,YH",1
you must really suck,2
YOU HAVE IDIOT PLAYER,2
SUPER IDIOT,2
fuck off weab,2
